System,Mass Code,System Stars,Primary Star Type,Primary Star Spectral Class,Primary Star Luminosity,Primary Star Age,Parent Star,Parent Star Type,Parent Star Spectral Class,Parent Star Luminosity,Parent Star Age,Parent Body,Parent Body Type,Parent Landable,Parent Terraformable,Planet Name,Landable,Orbit Type,Type,Rings,RingTypes,Arrival Distance,Terraforming State,Radius,Earth Masses,Surface Gravity,Surface Temperature,Surface Pressure,Volcanism,Atmosphere,Axial Tilt,Rotational Period,Tidally Locked,Orbital Period,Semi-major Axis,Orbital Eccentricity,Orbital Inclination,Arg. of Periapsis,Mean Anomaly,Longitude of Ascending Node,Coord X,Coord Y,Coord Z,Timestamp
Flyoo Prao GH-C d1,D,multiple,F (White) Star,F3,Vb,1090,Flyoo Prao GH-C d1 A,F (White) Star,F3,Vb,1090,Flyoo Prao GH-C d1 A,F (White) Star,,,Flyoo Prao GH-C d1 A 4,no,planetary,Water world,0,"",1790.6893310547,Candidate for terraforming,5919.0965,0.9127309918,1.0597440004,246,3.46595916605,Major Rocky Magma,Nitrogen,0.229724,0.768532396782,no,1969.35008797384,3.591883873986,0.001279,-0.843153,123.387142,42.912785,,22072.6,-306.062,39958.4,2022-06-29 21:06:53
Flyoo Prao GH-C d13-0,D,single,F (White) Star,F5,VI,1054,Flyoo Prao GH-C d13-0,F (White) Star,F5,VI,1054,Flyoo Prao GH-C d13-0,F (White) Star,,,Flyoo Prao GH-C d13-0 5,no,planetary,Water world,0,"",880.9097900391,Candidate for terraforming,5318.2595,0.6420969963,0.92348665,407,1.58969604969,Minor Rocky Magma,Water-rich,-0.437567,0.613799564051,no,777.200147233623,1.76535581247,1.4999999621e-05,-0.718914,166.166625,,,22667.7,-904.406,41016.6,2021-04-19 22:52:01
Flyoo Prao GH-C d5,D,single,G (White-Yellow) Star,G0,Vab,938,Flyoo Prao GH-C d5,G (White-Yellow) Star,G0,Vab,938,Flyoo Prao GH-C d5,G (White-Yellow) Star,,,Flyoo Prao GH-C d5 3,no,planetary,Water world,0,"",676.74609375,Not terraformable,9023.228,3.9523100853,1.9746774435,490,13.757454971626,Major Silicate Vapour Geysers,Thick Water-rich,0.163141,1.29148061213,no,546.094299190579,1.356137008538,0.000116,-0.083581,241.434855,110.347122,,22036.6,-327.219,39914.2,2022-06-29 21:09:38
Flyoo Prao GH-S d5-0,D,single,A (Blue-White) Star,A7,VI,448,Flyoo Prao GH-S d5-0,A (Blue-White) Star,A7,VI,448,Flyoo Prao GH-S d5-0,A (Blue-White) Star,,,Flyoo Prao GH-S d5-0 5,no,planetary,Water world,0,"",1573.1026611328,Candidate for terraforming,3719.60025,0.2024829984,0.5953400135,263,0.012865050696,No volcanism,Thin Carbon dioxide,0.177547,1.586850878657,no,94.742225827998,0.003342023344,0.10415,-9.875464,41.864849,,,22664,-101.156,40385.6,2020-11-10 05:00:52
Flyoo Prao GH-Z c2-0,C,single,K (Yellow-Orange) Star,K6,Va,12444,Flyoo Prao GH-Z c2-0,K (Yellow-Orange) Star,K6,Va,12444,Flyoo Prao GH-Z c2-0,K (Yellow-Orange) Star,,,Flyoo Prao GH-Z c2-0 3,no,planetary,Water world,0,"",227.588104248,Not terraformable,3694.55275,0.1536989957,0.4580536187,315,0.094124048948,No volcanism,Thin Water-rich,-2.024545,-133.359651383854,no,133.358776845313,0.4559578139,0.00095,0.10575,86.901777,,,22336.1,-341.156,40020,2021-01-18 11:59:36
Flyoo Prao GI-E b18-0,B,single,M (Red dwarf) Star,M2,Va,12774,Flyoo Prao GI-E b18-0,M (Red dwarf) Star,M2,Va,12774,Flyoo Prao GI-E b18-0,M (Red dwarf) Star,,,Flyoo Prao GI-E b18-0 1,no,planetary,Water world,0,"",79.7354507446,Not terraformable,8035.572,1.4010390043,0.8826441765,767,1206.60496422403,Water Geysers,Hot thick Water-rich,0.353774,38.493011767789,no,38.489915292569,0.159777321536,8.3e-05,0.000453,169.849367,,,22778.2,-61.2188,40277.6,2022-02-24 19:24:56
Flyoo Prao GI-E b18-0,B,single,M (Red dwarf) Star,M2,Va,12774,Flyoo Prao GI-E b18-0,M (Red dwarf) Star,M2,Va,12774,Flyoo Prao GI-E b18-0,M (Red dwarf) Star,,,Flyoo Prao GI-E b18-0 3,no,planetary,Water world,0,"",150.0045623779,Not terraformable,8352.526,1.2642409801,0.7371624708,339,649.385798174192,Minor Carbon Dioxide Geysers,Thick Argon-rich,0.036005,99.380754901146,no,99.372749251343,0.300696720098,0.000641,-0.196401,287.538963,,,22778.2,-61.2188,40277.6,2022-02-24 19:24:51
Flyoo Prao GI-J d9-0,D,single,F (White) Star,F8,Vb,728,Flyoo Prao GI-J d9-0,F (White) Star,F8,Vb,728,Flyoo Prao GI-J d9-0,F (White) Star,,,Flyoo Prao GI-J d9-0 2,no,planetary,Water world,0,"",747,Candidate for terraforming,4892.007,0.4908519983,0.8343445659,303,0.770370250432,No volcanism,Nitrogen,-0.31915,87.431791346401,yes,48.173504571123,0.001009981653,0.022697,-9.179542,90.776281,,,21858.9,-894.031,40704.5,2022-08-04 04:22:24
Flyoo Prao GI-J d9-0,D,single,F (White) Star,F8,Vb,728,Flyoo Prao GI-J d9-0,F (White) Star,F8,Vb,728,Flyoo Prao GI-J d9-0,F (White) Star,,,Flyoo Prao GI-J d9-0 5,no,planetary,Water world,0,"",1252,Not terraformable,4457.8805,0.3613620102,0.7396983504,254,0.463145702255,No volcanism,Nitrogen,0.466391,1.921707698414,no,1256.45639167894,2.509928747297,6.7e-05,-0.020649,264.574686,,,21858.9,-894.031,40704.5,2022-08-04 04:22:42
Flyoo Prao GI-Q d6-1,D,multiple,A (Blue-White) Star,A8,VI,1648,Flyoo Prao GI-Q d6-1 A,A (Blue-White) Star,A8,VI,1648,Flyoo Prao GI-Q d6-1 A,A (Blue-White) Star,,,Flyoo Prao GI-Q d6-1 A 7,no,planetary,Water world,0,"",2684.7585449219,Not terraformable,7072.57,1.6708170176,1.3587620258,450,15.523913150753,Minor Metallic Magma,Thick Carbon dioxide,0.389054,1.42205117434,no,3762.8709580059,5.348674703804,0.006932,-0.007135,313.601046,,,22179.2,-156.156,40512.5,2022-02-25 05:28:07
Flyoo Prao GI-Q d6-11,D,single,F (White) Star,F0,VI,1196,Flyoo Prao GI-Q d6-11,F (White) Star,F0,VI,1196,Flyoo Prao GI-Q d6-11,F (White) Star,,,Flyoo Prao GI-Q d6-11 5,no,planetary,Water world,0,"",1597.9093017578,Not terraformable,7984.9165,2.5446600914,1.6235214472,268,3.112235689613,Metallic Magma,Nitrogen,-0.380897,1.153914664525,no,1826.0874268081,3.201477496025,0.000346,0.054441,232.748111,,,22218.9,-167.25,40469.2,2022-02-25 05:43:02
Flyoo Prao GI-Q d6-7,D,multiple,G (White-Yellow) Star,G8,Va,1216,Flyoo Prao GI-Q d6-7 A,G (White-Yellow) Star,G8,Va,1216,Flyoo Prao GI-Q d6-7 A,G (White-Yellow) Star,,,Flyoo Prao GI-Q d6-7 A 2,no,planetary,Water world,0,"",764.0857543945,Candidate for terraforming,4186.03475,0.2941589952,0.6828817725,290,0.563623280592,No volcanism,Nitrogen,0.144279,0.707798604201,no,696.011536099294,1.531100646307,0.000118,-0.008108,80.551344,,,22241.5,-145.281,40475.3,2022-02-25 05:37:31
Flyoo Prao GI-R d5-2,D,multiple,F (White) Star,F2,VI,3470,,,,,,Flyoo Prao GI-R d5-2 AB 1,High metal content world,no,yes,Flyoo Prao GI-R d5-2 AB 1 a,no,moon,Water world,0,"",1263.9527587891,Candidate for terraforming,3559.295,0.1491139978,0.4788058996,257,0.007454082527,No volcanism,Thin Carbon dioxide,-0.025577,84.469985723322,yes,82.478018270602,0.007883432087,0,-86.007907,217.844191,,,21906.9,-434.594,40385.2,2022-08-21 20:16:00
Flyoo Prao GI-Z d1-0,D,single,A (Blue-White) Star,A5,Vb,1658,Flyoo Prao GI-Z d1-0,A (Blue-White) Star,A5,Vb,1658,Flyoo Prao GI-Z d1-0,A (Blue-White) Star,,,Flyoo Prao GI-Z d1-0 9,no,planetary,Water world,0,"",3349.9338378906,Not terraformable,5574.7425,0.7478150129,0.9788442254,249,1.067543506622,Major Rocky Magma,Nitrogen,0.106172,0.536558012523,no,4823.03614693657,6.707624884434,0.016983,-1.195052,348.526798,,,21915.7,-67.8125,40091.9,2021-01-02 00:06:36
Flyoo Prao GI-Z d1-12,D,multiple,A (Blue-White) Star,A9,VI,1802,,,,,,,,,,Flyoo Prao GI-Z d1-12 AB 3,no,planetary,Water world,0,"",2318.5710449219,Not terraformable,7728.569,2.2705109119,1.546302557,466,20.919822692871,Minor Metallic Magma,Thick Carbon dioxide,-0.30204,1.984071625544,no,2622.79615358067,4.820474530171,0.001996,0.460444,328.081686,,,21862,-27.9062,40119.9,2021-01-02 02:02:08
Flyoo Prao GI-Z d1-4,D,multiple,K (Yellow-Orange) Star,K1,Va,946,Flyoo Prao GI-Z d1-4 B,K (Yellow-Orange) Star,K9,Va,946,Flyoo Prao GI-Z d1-4 B,K (Yellow-Orange) Star,,,Flyoo Prao GI-Z d1-4 B 1,no,planetary,Water world,0,"",49013.484375,Not terraformable,5810.236,0.8606439829,1.0370627642,249,1.85902428627,Major Rocky Magma,Carbon dioxide-rich,0.028667,0.789116234618,no,272.241151995127,0.629662038599,0.000139,0.008728,82.264991,,,21874.8,-48.125,40076.3,2021-01-02 00:17:55
Flyoo Prao GI-Z d1-5,D,multiple,G (White-Yellow) Star,G3,Vab,1788,Flyoo Prao GI-Z d1-5 A,G (White-Yellow) Star,G3,Vab,1788,Flyoo Prao GI-Z d1-5 A,G (White-Yellow) Star,,,Flyoo Prao GI-Z d1-5 A 1,no,planetary,Earth-like world,0,"",651.7130126953,Not terraformable,4362.0205,0.3355489969,0.7173805237,287,0.891834914684,No volcanism,Suitable for water-based life,-0.077306,1.953059534144,no,512.060462962963,1.305867851393,0.000123,0.135093,98.796143,,,21919,-29.7188,40104.2,2020-01-18 12:18:09
Flyoo Prao GJ-F d12-0,D,multiple,A (Blue-White) Star,A9,VI,1998,Flyoo Prao GJ-F d12-0 A,A (Blue-White) Star,A9,VI,1998,Flyoo Prao GJ-F d12-0 A,A (Blue-White) Star,,,Flyoo Prao GJ-F d12-0 A 5,no,planetary,Water world,0,"",1456.1201171875,Candidate for terraforming,4434.9955,0.355298996,0.7348126769,344,0.629609008764,No volcanism,Nitrogen,0.159036,1.478121895231,no,1556.1343343169,2.930849073743,0.004385,0.715001,349.823889,,,22017.6,-342.625,40944,2022-04-23 08:16:24
Flyoo Prao GJ-F d12-0,D,multiple,A (Blue-White) Star,A9,VI,1998,Flyoo Prao GJ-F d12-0 A,A (Blue-White) Star,A9,VI,1998,Flyoo Prao GJ-F d12-0 A,A (Blue-White) Star,,,Flyoo Prao GJ-F d12-0 A 8,no,planetary,Water world,0,"",2637.5451660156,Not terraformable,5050.864,0.5420190096,0.8642754555,223,1.114639773008,No volcanism,Nitrogen,0.283125,1.961783603912,no,3768.43433413241,5.285296892139,0.001723,0.733706,25.642764,,,22017.6,-342.625,40944,2022-04-23 08:14:53
Flyoo Prao GJ-G d11-2,D,multiple,F (White) Star,F4,Vb,2092,Flyoo Prao GJ-G d11-2 A,F (White) Star,F4,Vb,2092,Flyoo Prao GJ-G d11-2 A,F (White) Star,,,Flyoo Prao GJ-G d11-2 A 3,no,planetary,Water world,0,"",1402.5660400391,Candidate for terraforming,4775.81,0.4478920102,0.7988187671,256,0.877698541209,No volcanism,Nitrogen,0.204038,0.443737424815,no,1532.21486619225,2.810846202952,4.3e-05,-0.251239,195.006108,,,21757.9,-590.688,40879.5,2022-08-01 23:02:59
Flyoo Prao GJ-O d7-8,D,multiple,K (Yellow-Orange) Star,K0,Va,1178,Flyoo Prao GJ-O d7-8 B,M (Red dwarf) Star,M9,VI,1178,Flyoo Prao GJ-O d7-8 B,M (Red dwarf) Star,,,Flyoo Prao GJ-O d7-8 B 3,no,planetary,Water world,0,"",3020.2788085938,Not terraformable,3395.836,0.1527049989,0.5386775732,285,0.217350901337,No volcanism,Carbon dioxide,-2.403785,,no,103.053685139722,0.259213376678,0.004857,0.352651,207.812112,,,21741.8,-230.094,40595.5,2022-03-22 17:10:05
Flyoo Prao GK-Y c17-0,C,single,K (Yellow-Orange) Star,K3,Vab,7656,Flyoo Prao GK-Y c17-0,K (Yellow-Orange) Star,K3,Vab,7656,Flyoo Prao GK-Y c17-0,K (Yellow-Orange) Star,,,Flyoo Prao GK-Y c17-0 4,no,planetary,Water world,0,"",375.1704711914,Not terraformable,7851.267,1.4913229942,0.9841498733,246,326.648193359375,Major Rocky Magma,Thick Argon-rich,-2.476246,2.759029430081,no,296.496379154699,0.751767270039,0.000335,-0.015627,307.128322,,,22417.8,-59.0625,40671.8,2021-05-10 11:46:53
Flyoo Prao GK-Z d0,D,multiple,F (White) Star,F5,Vab,1466,Flyoo Prao GK-Z d0 A,F (White) Star,F5,Vab,1466,Flyoo Prao GK-Z d0 A,F (White) Star,,,Flyoo Prao GK-Z d0 A 8,no,planetary,Water world,0,"",1398.455078125,Candidate for terraforming,6627.732,1.3342540264,1.2355992794,328,9.184156417847,Minor Silicate Vapour Geysers,Thick Ammonia,0.435593,0.729100949491,no,1421.46591786991,2.802667141962,7.9999997979e-05,-0.016559,119.674466,,,22815.4,-819.562,39988.1,2021-04-20 18:38:27
Flyoo Prao GL-Y c16-0,C,multiple,M (Red dwarf) Star,M0,Va,4214,Flyoo Prao GL-Y c16-0 A,M (Red dwarf) Star,M0,Va,4214,Flyoo Prao GL-Y c16-0 A,M (Red dwarf) Star,,,Flyoo Prao GL-Y c16-0 A 1,no,planetary,Water world,0,"",264.1963500977,Not terraformable,6926.3145,1.5528609753,1.3167314529,450,13.807797927461,Minor Silicate Vapour Geysers,Thick Carbon dioxide,0.030308,0.997451654213,no,191.129764748947,0.529808685239,0.002082,-0.024082,60.237221,,,21860.2,-423.469,40618.4,2022-08-15 07:42:47
Flyoo Prao GM-C d5,D,single,F (White) Star,F6,Vb,712,Flyoo Prao GM-C d5,F (White) Star,F6,Vb,712,Flyoo Prao GM-C d5,F (White) Star,,,Flyoo Prao GM-C d5 4,no,planetary,Water world,0,"",847.7172851563,Candidate for terraforming,4287.5535,0.3227159977,0.7141187191,325,0.853776060943,No volcanism,Nitrogen,1.904936,0.701080424572,no,705.870130547766,1.698827993928,2.4e-05,0.264835,292.509367,,,22190.9,-242.5,39938.2,2022-02-24 20:40:09
Flyoo Prao GM-K d9-2,D,multiple,F (White) Star,F4,Vab,1162,Flyoo Prao GM-K d9-2 B,G (White-Yellow) Star,G2,Vab,1162,Flyoo Prao GM-K d9-2 B,G (White-Yellow) Star,,,Flyoo Prao GM-K d9-2 B 5,no,planetary,Water world,0,"",112330.4296875,Not terraformable,6575.674,1.3126660585,1.2338500023,317,8.218670737725,Minor Silicate Vapour Geysers,Thick Ammonia,-1.411079,1.743797233021,no,1458.02143271323,2.526391856225,2.2e-05,-0.006607,294.814758,253.980895,,22868.2,-413.281,40774.9,2022-06-27 15:53:56
Flyoo Prao GM-K d9-3,D,single,A (Blue-White) Star,A9,Vb,1826,Flyoo Prao GM-K d9-3,A (Blue-White) Star,A9,Vb,1826,Flyoo Prao GM-K d9-3,A (Blue-White) Star,,,Flyoo Prao GM-K d9-3 6,no,planetary,Earth-like world,0,"",1823.1875,Not terraformable,8056.563,2.6243329048,1.6447062492,310,0.751350542808,Metallic Magma,Suitable for water-based life,0.373088,1.646618043299,no,1989.84297889248,3.649068969751,0.001377,-1.196096,213.70539,,,22817.2,-417.125,40737.9,2022-06-27 16:25:08
Flyoo Prao GM-N c22-0,C,single,K (Yellow-Orange) Star,K1,Va,10358,Flyoo Prao GM-N c22-0,K (Yellow-Orange) Star,K1,Va,10358,Flyoo Prao GM-N c22-0,K (Yellow-Orange) Star,,,Flyoo Prao GM-N c22-0 6,no,planetary,Water world,0,"",505.2018127441,Not terraformable,8514.855,1.5506440401,0.8700147867,276,606.759397976807,Water Geysers,Thick Argon-rich,-0.670934,1.898076568113,no,418.869537059907,1.012496718013,0.000361,-0.011569,125.056174,,,21802.5,-481.969,40883.6,2022-08-01 10:24:27
Flyoo Prao GN-A d1-1,D,single,F (White) Star,F8,Vb,1904,Flyoo Prao GN-A d1-1,F (White) Star,F8,Vb,1904,Flyoo Prao GN-A d1-1,F (White) Star,,,Flyoo Prao GN-A d1-1 1,no,planetary,Water world,0,"",798.1200561523,Candidate for terraforming,3580.9005,0.1787050068,0.5669192672,307,0.288090496235,No volcanism,Carbon dioxide,-0.09813,0.856728500428,no,688.071079828125,1.599245582597,0.000238,0.213324,158.850212,117.867621,,21754.7,-344.438,40048.5,2022-06-28 22:22:27
Flyoo Prao GN-A d1-2,D,single,G (White-Yellow) Star,G4,Vab,3092,Flyoo Prao GN-A d1-2,G (White-Yellow) Star,G4,Vab,3092,Flyoo Prao GN-A d1-2,G (White-Yellow) Star,,,Flyoo Prao GN-A d1-2 2,no,planetary,Water world,0,"",489.0889282227,Candidate for terraforming,4494.0115,0.3685790002,0.7423885465,257,0.654929141999,No volcanism,Nitrogen,-0.324545,52.023208847002,yes,34.987366309873,0.001197205535,0.059516,-4.848149,0.963702,4.589183,,21742.2,-296.625,39986.3,2022-06-28 22:34:10
Flyoo Prao GN-A d1-2,D,single,G (White-Yellow) Star,G4,Vab,3092,Flyoo Prao GN-A d1-2,G (White-Yellow) Star,G4,Vab,3092,Flyoo Prao GN-A d1-2,G (White-Yellow) Star,,,Flyoo Prao GN-A d1-2 3,no,planetary,Earth-like world,0,"",489.0693359375,Not terraformable,4234.7455,0.3043810129,0.6904495358,260,0.55304882186,No volcanism,Suitable for water-based life,0.062862,141.827939972211,no,34.987366309873,0.001449713051,0.059516,-4.848149,180.963693,4.578421,,21742.2,-296.625,39986.3,2022-06-28 22:32:40
Flyoo Prao GN-A d1-6,D,single,K (Yellow-Orange) Star,K0,Va,1536,Flyoo Prao GN-A d1-6,K (Yellow-Orange) Star,K0,Va,1536,Flyoo Prao GN-A d1-6,K (Yellow-Orange) Star,,,Flyoo Prao GN-A d1-6 1,no,planetary,Earth-like world,0,"",581.9678955078,Not terraformable,5384.5235,0.6640120149,0.9316448569,276,1.912519430052,No volcanism,Suitable for water-based life,0.326567,1.275166175394,no,462.839262628993,1.166498546165,0.000208,0.000592,171.981192,4.832201,,21701.8,-311.688,40040,2022-06-28 22:53:49
Flyoo Prao GN-A d1-6,D,single,K (Yellow-Orange) Star,K0,Va,1536,Flyoo Prao GN-A d1-6,K (Yellow-Orange) Star,K0,Va,1536,Flyoo Prao GN-A d1-6,K (Yellow-Orange) Star,,,Flyoo Prao GN-A d1-6 2,no,planetary,Water world,0,"",755.0438232422,Not terraformable,4476.506,0.365797013,0.7425587773,245,0.75805452751,No volcanism,Nitrogen,-2.811764,0.893525570324,no,684.108364361308,1.513610019957,0.000707,-0.095708,341.072828,298.54062,,21701.8,-311.688,40040,2022-06-28 22:56:53
Flyoo Prao GN-H d11-5,D,single,F (White) Star,F4,Vb,2740,Flyoo Prao GN-H d11-5,F (White) Star,F4,Vb,2740,Flyoo Prao GN-H d11-5,F (White) Star,,,Flyoo Prao GN-H d11-5 2,no,planetary,Water world,0,"",1028.5394287109,Candidate for terraforming,5227.241,0.603046,0.8977892995,355,1.294201016426,No volcanism,Nitrogen,-0.02943,42.9366766961,no,28.842612411134,0.001236600344,0.125313,-5.928312,26.123315,,,22726,-138.938,40876.5,2021-07-24 10:51:38
Flyoo Prao GN-H d11-5,D,single,F (White) Star,F4,Vb,2740,Flyoo Prao GN-H d11-5,F (White) Star,F4,Vb,2740,Flyoo Prao GN-H d11-5,F (White) Star,,,Flyoo Prao GN-H d11-5 3,no,planetary,Water world,0,"",1027.916015625,Candidate for terraforming,4923.8385,0.495889008,0.8320432305,326,0.982246875763,No volcanism,Nitrogen,0.218662,38.935463228738,no,28.842612411134,0.001503818981,0.125313,-5.928312,206.1233,,,22726,-138.938,40876.5,2021-07-24 10:51:41
Flyoo Prao GN-Q d6-0,D,multiple,F (White) Star,F4,Vb,1604,Flyoo Prao GN-Q d6-0 A,F (White) Star,F4,Vb,1604,Flyoo Prao GN-Q d6-0 A,F (White) Star,,,Flyoo Prao GN-Q d6-0 A 9,no,planetary,Water world,2,"Metal Rich (1), Rocky (1)",3409.6567382813,Not terraformable,9449.024,2.3277258873,1.0605398417,301,12.689519882202,Minor Metallic Magma,Thick Carbon dioxide,0.495331,0.593696942581,no,552.939796061424,0.10335996524,0.168835,-1.333545,261.111244,,,22382.1,-92.125,40470.7,2020-10-28 06:53:05
Flyoo Prao GN-Q d6-5,D,single,A (Blue-White) Star,A4,VI,1916,Flyoo Prao GN-Q d6-5,A (Blue-White) Star,A4,VI,1916,Flyoo Prao GN-Q d6-5,A (Blue-White) Star,,,Flyoo Prao GN-Q d6-5 8,no,planetary,Water world,0,"",2133.6003417969,Candidate for terraforming,5673.4435,0.7925660014,1.0016385317,340,5.897364139557,Major Rocky Magma,Thick Ammonia,0.050694,134.482426340752,yes,98.072473235706,0.003806032665,0.178079,-1.020673,138.361662,,,22389.8,-102.906,40507.8,2020-10-30 03:16:14
Flyoo Prao GN-Q d6-5,D,single,A (Blue-White) Star,A4,VI,1916,Flyoo Prao GN-Q d6-5,A (Blue-White) Star,A4,VI,1916,Flyoo Prao GN-Q d6-5,A (Blue-White) Star,,,Flyoo Prao GN-Q d6-5 9,no,planetary,Water world,0,"",2685.0759277344,Candidate for terraforming,6487.4075,1.2423909903,1.2008395195,327,8.327072143555,Minor Silicate Vapour Geysers,Thick Ammonia,0.495055,1.231134284549,no,3401.57436827812,5.373991658903,0.001662,0.056499,118.349905,,,22389.8,-102.906,40507.8,2020-10-30 03:49:25
Flyoo Prao GO-D c14-0,C,multiple,G (White-Yellow) Star,G9,Va,11712,Flyoo Prao GO-D c14-0 C,K (Yellow-Orange) Star,K5,Va,11712,Flyoo Prao GO-D c14-0 C,K (Yellow-Orange) Star,,,Flyoo Prao GO-D c14-0 C 6,no,planetary,Water world,0,"",11535.8525390625,Candidate for terraforming,6060.858,0.9871159792,1.0931229591,321,0.66376380151,No volcanism,Nitrogen,-0.428306,2.012955552894,no,494.55740523559,1.017366319463,0.001411,0.305765,343.826808,,,22258.2,-460.781,40500.2,2022-08-19 17:51:53
Flyoo Prao GO-G d11-0,D,single,F (White) Star,F2,VI,1652,Flyoo Prao GO-G d11-0,F (White) Star,F2,VI,1652,Flyoo Prao GO-G d11-0,F (White) Star,,,Flyoo Prao GO-G d11-0 7,no,planetary,Water world,0,"",1616.2327880859,Not terraformable,4468.693,0.3626739979,0.7387958169,245,0.637218919625,No volcanism,Nitrogen,0.458676,1.685589389514,no,1904.56432324873,3.236029358083,0.003059,-1.955243,12.325527,,,21919.4,-583.75,40928,2022-08-31 20:28:34
Flyoo Prao GO-G d11-1,D,single,F (White) Star,F9,Vb,1896,Flyoo Prao GO-G d11-1,F (White) Star,F9,Vb,1896,Flyoo Prao GO-G d11-1,F (White) Star,,,Flyoo Prao GO-G d11-1 2,no,planetary,Water world,0,"",820.4331054688,Candidate for terraforming,3886.909,0.2333350033,0.6282610893,246,0.019265961362,No volcanism,Thin Carbon dioxide-rich,-2.070318,1.099076755671,no,754.835401420243,1.649574771666,0.003541,1.206983,100.684129,,,21896.4,-565.344,40916.4,2022-08-31 20:05:55
Flyoo Prao GO-O d7-1,D,multiple,F (White) Star,F7,Vb,392,Flyoo Prao GO-O d7-1 B,K (Yellow-Orange) Star,K6,Va,392,Flyoo Prao GO-O d7-1 B,K (Yellow-Orange) Star,,,Flyoo Prao GO-O d7-1 B 1,no,planetary,Water world,0,"",35677.83984375,Candidate for terraforming,6711.6415,1.394873023,1.2596392632,364,8.577004687886,Minor Metallic Magma,Thick Ammonia,0.331902,1.973324074294,no,291.267196061435,0.756135763008,1e-06,0.061611,176.621954,,,21901.3,-141.062,40614.4,2022-01-07 21:05:29
Flyoo Prao GO-O d7-6,D,multiple,F (White) Star,F4,Vab,1822,Flyoo Prao GO-O d7-6 D,K (Yellow-Orange) Star,K5,Va,1822,Flyoo Prao GO-O d7-6 D,K (Yellow-Orange) Star,,,Flyoo Prao GO-O d7-6 D 1,no,planetary,Water world,0,"",432902.25,Candidate for terraforming,4380.8535,0.3421930075,0.7253083587,412,1.054708240809,No volcanism,Nitrogen,-0.07968,26.858993726829,no,16.884230491192,0.000607369242,0.17181,4.765736,7.732809,,,21918.1,-147.375,40566.9,2022-01-07 21:17:23
Flyoo Prao GO-S c20-1,C,single,M (Red dwarf) Star,M0,Va,10612,Flyoo Prao GO-S c20-1,M (Red dwarf) Star,M0,Va,10612,Flyoo Prao GO-S c20-1,M (Red dwarf) Star,,,Flyoo Prao GO-S c20-1 1,no,planetary,Water world,0,"",304.2200317383,Not terraformable,4338.303,0.3125619888,0.6755623817,225,5.448664665222,No volcanism,Thick Argon-rich,1.622965,0.763498622049,no,245.860557037373,0.609655387087,9.000000318e-06,0.087279,339.783371,,,22739.9,-177.125,40784.1,2021-08-07 12:19:52
Flyoo Prao GQ-W d2-1,D,single,A (Blue-White) Star,A5,Vb,1518,Flyoo Prao GQ-W d2-1,A (Blue-White) Star,A5,Vb,1518,Flyoo Prao GQ-W d2-1,A (Blue-White) Star,,,Flyoo Prao GQ-W d2-1 4,no,planetary,Water world,0,"",2250.34375,Candidate for terraforming,7659.2375,2.2108500004,1.5330532789,354,14.531165803109,Minor Metallic Magma,Thick Ammonia,-0.747106,0.720326990521,no,2691.01104802558,4.511562607277,0.00166,-0.752522,222.141644,,,22840,-463.312,40206.3,2022-09-19 04:50:36
Flyoo Prao GR-P c8-0,C,multiple,K (Yellow-Orange) Star,K3,Va,9352,Flyoo Prao GR-P c8-0 A,K (Yellow-Orange) Star,K3,Va,9352,Flyoo Prao GR-P c8-0 A,K (Yellow-Orange) Star,,,Flyoo Prao GR-P c8-0 A 2,no,planetary,Water world,0,"",391.6954956055,Candidate for terraforming,4352.8065,0.3333140016,0.7156223059,253,0.655422747135,No volcanism,Nitrogen,-0.280986,1.612165109792,no,288.348555288935,0.784127634142,0.001087,0.011172,171.465769,,,22851.3,-128.969,40264.2,2021-08-15 11:15:41
Flyoo Prao GS-A d1-0,D,single,A (Blue-White) Star,A6,VI,2984,Flyoo Prao GS-A d1-0,A (Blue-White) Star,A6,VI,2984,Flyoo Prao GS-A d1-0,A (Blue-White) Star,,,Flyoo Prao GS-A d1-0 2,no,planetary,Water world,2,"Metal Rich (1), Rocky (1)",3308.5727539063,Not terraformable,9608.604,3.3469400406,1.4746751785,159,0,No volcanism,No atmosphere,-5.2e-05,1.945515453345,no,4911.43845849572,6.649018261405,0.003083,0.905951,291.572388,,,21860.7,-262.781,39983.1,2022-03-02 10:54:57
